id,sup_id,lat,lon,height_m,offset_m,split,class_id,class_name,xc,yc,w,h,r_iso_m,shadow_m,box_w_m,box_h_m,group,image,source
338,3008439,49.737833,2.783573,14.700000000000005,6.692610492634589,train,0.0,site_radio,0.494843,0.485832,0.143738,0.161761,13.66,6.18,29.44,33.13,272.0,ANFR_3008439.jpg,annotation_faible
339,3018890,49.708792,2.76461,2.1599999999999966,13.508088627415864,train,0.0,site_radio,0.499242,0.497918,0.189251,0.191899,19.22,0.91,38.76,39.3,273.0,ANFR_3018890.jpg,annotation_faible
340,3019238,49.650965,2.768866,16.690000000000012,24.59740130651626,train,0.0,site_radio,0.494145,0.483914,0.323579,0.344042,31.94,7.01,66.27,70.46,274.0,ANFR_3019238.jpg,annotation_faible
341,3021119,49.773849,1.869281,5.939999999999998,40.88720560803722,train,0.0,site_radio,0.497916,0.494275,0.462968,0.470251,46.98,2.5,94.82,96.31,275.0,ANFR_3021119.jpg,annotation_faible
342,3024341,49.859647,3.04537,28.950000000000003,10.695356988798046,train,0.0,site_radio,0.489844,0.472097,0.220364,0.255859,20.49,12.16,45.13,52.4,276.0,ANFR_3024341.jpg,annotation_faible
343,3030196,49.985652,2.870934,25.04000000000002,12.924706895962276,train,0.0,site_radio,0.491216,0.475866,0.231755,0.262456,21.93,10.52,47.46,53.75,277.0,ANFR_3030196.jpg,annotation_faible
344,3032941,49.932984,2.195137,4.109999999999999,12.705425584632495,train,0.0,site_radio,0.498558,0.496039,0.184685,0.189724,18.62,1.73,37.82,38.86,278.0,ANFR_3032941.jpg,annotation_faible
345,3035629,50.11889,1.607047,2.0600000000000023,29.230770275736763,train,0.0,site_radio,0.499277,0.498014,0.342625,0.34515,34.94,0.87,70.17,70.69,279.0,ANFR_3035629.jpg,annotation_faible
347,3039875,49.638679,2.750029,2.239999999999995,29.47628749055724,train,0.0,site_radio,0.499214,0.497841,0.345324,0.348071,35.2,0.94,70.72,71.28,280.0,ANFR_3039875.jpg,annotation_faible
348,3040028,50.097079,1.648286,2.1099999999999994,2.844750700315013,train,0.0,site_radio,0.49926,0.497966,0.085033,0.08762,8.56,0.89,17.41,17.94,281.0,ANFR_3040028.jpg,annotation_faible
350,3042481,49.910602,2.265455,10.64,8.902304201709955,val,0.0,site_radio,0.496267,0.489745,0.158503,0.171549,15.47,4.47,32.46,35.13,282.0,ANFR_3042481.jpg,annotation_faible
351,3044575,50.065261,2.611003,2.219999999999999,12.274980661236093,train,0.0,site_radio,0.499221,0.49786,0.177309,0.180031,18.0,0.93,36.31,36.87,283.0,ANFR_3044575.jpg,annotation_faible
352,3049260,49.736608,3.071401,4.510000000000005,21.930768358381776,train,0.0,site_radio,0.498418,0.495653,0.275447,0.280977,27.88,1.89,56.41,57.54,284.0,ANFR_3049260.jpg,annotation_faible
354,3054701,49.855982,2.384036,8.549999999999997,32.742442963722254,train,0.0,site_radio,0.497001,0.491759,0.38781,0.398293,39.1,3.59,79.42,81.57,285.0,ANFR_3054701.jpg,annotation_faible
356,3064052,49.832684,2.825935,30.090000000000003,12.710514342340057,train,0.0,site_radio,0.489444,0.470998,0.24307,0.279962,22.73,12.64,49.78,57.34,286.0,ANFR_3064052.jpg,annotation_faible
357,3075893,49.723727,2.152428,9.700000000000005,18.79270106433444,train,0.0,site_radio,0.496597,0.490651,0.253512,0.265405,25.26,4.08,51.92,54.35,287.0,ANFR_3075893.jpg,annotation_faible
358,3078323,49.914802,1.874599,2.0,36.29764899683559,train,0.0,site_radio,0.499298,0.498072,0.411537,0.413989,42.0,0.84,84.28,84.78,288.0,ANFR_3078323.jpg,annotation_faible
364,3106612,50.151162,1.854096,2.0700000000000003,29.56022235589141,train,0.0,site_radio,0.499274,0.498005,0.345859,0.348397,35.27,0.87,70.83,71.35,289.0,ANFR_3106612.jpg,annotation_faible
365,3107663,49.980213,2.430631,3.9099999999999966,24.275307390473955,train,0.0,site_radio,0.498628,0.496231,0.297336,0.30213,30.17,1.64,60.89,61.88,290.0,ANFR_3107663.jpg,annotation_faible
366,3113346,49.803879,2.807581,15.909999999999997,0.3645748600206093,train,0.0,site_radio,0.494419,0.484665,0.08486,0.104366,7.55,6.68,17.38,21.37,291.0,ANFR_3113346.jpg,annotation_faible
367,3113498,49.699888,2.124307,2.219999999999999,35.23322459309979,train,0.0,site_radio,0.499221,0.49786,0.401511,0.404233,40.96,0.93,82.23,82.79,292.0,ANFR_3113498.jpg,annotation_faible
368,3113500,50.180009,2.366606,2.1099999999999994,38.47744536502699,val,0.0,site_radio,0.49926,0.497966,0.433008,0.435595,44.19,0.89,88.68,89.21,293.0,ANFR_3113500.jpg,annotation_faible
369,3114315,49.913639,2.501073,3.419999999999998,32.6944906855456,train,0.0,site_radio,0.4988,0.496704,0.378732,0.382926,38.54,1.44,77.56,78.42,294.0,ANFR_3114315.jpg,annotation_faible
370,3116036,50.298842,1.662352,2.03,39.7626892608724,val,0.0,site_radio,0.499288,0.498043,0.445425,0.447914,45.47,0.85,91.22,91.73,295.0,ANFR_3116036.jpg,annotation_faible
371,3118129,49.941687,2.534455,11.160000000000004,28.64997430260081,train,0.0,site_radio,0.496085,0.489244,0.352224,0.365907,35.27,4.69,72.14,74.94,296.0,ANFR_3118129.jpg,annotation_faible
374,3126654,49.774225,1.809846,2.549999999999983,29.65746006142432,val,0.0,site_radio,0.499105,0.497542,0.347614,0.35074,35.41,1.07,71.19,71.83,297.0,ANFR_3126654.jpg,annotation_faible
375,3126973,49.956399,1.895454,2.019999999999996,40.40825778537017,val,0.0,site_radio,0.499291,0.498053,0.451713,0.454189,46.11,0.85,92.51,93.02,298.0,ANFR_3126973.jpg,annotation_faible
377,3161504,50.052491,2.170778,4.219999999999999,30.17927124265756,train,0.0,site_radio,0.49852,0.495933,0.355512,0.360686,36.1,1.77,72.81,73.87,299.0,ANFR_3161504.jpg,annotation_faible
380,3185661,49.912786,2.322477,14.149999999999991,1.8856579380629728,train,0.0,site_radio,0.495036,0.486362,0.095872,0.113221,8.8,5.94,19.63,23.19,300.0,ANFR_3185661.jpg,annotation_faible
381,3191376,50.026345,2.80581,3.6100000000000136,31.831190286959192,val,0.0,site_radio,0.498734,0.496521,0.370621,0.375047,37.69,1.52,75.9,76.81,301.0,ANFR_3191376.jpg,annotation_faible
382,3194814,50.275467,1.675097,9.71,24.72341523105149,val,0.0,site_radio,0.496594,0.490641,0.311446,0.323351,31.19,4.08,63.78,66.22,302.0,ANFR_3194814.jpg,annotation_faible
384,3205561,50.144082,1.76003,2.01,30.73566237441173,val,0.0,site_radio,0.499295,0.498063,0.357237,0.359701,36.44,0.84,73.16,73.67,303.0,ANFR_3205561.jpg,annotation_faible
386,3266631,50.16276,1.730675,4.100000000000001,8.797661818324924,val,0.0,site_radio,0.498562,0.496048,0.146506,0.151533,14.71,1.72,30.0,31.03,304.0,ANFR_3266631.jpg,annotation_faible
387,3273571,49.947045,2.218753,4.719999999999999,31.75924908400087,train,0.0,site_radio,0.498344,0.495451,0.371781,0.377568,37.73,1.98,76.14,77.33,305.0,ANFR_3273571.jpg,annotation_faible
389,3276765,49.931933,2.430151,3.530000000000001,41.56728152615482,train,0.0,site_radio,0.498762,0.496598,0.465565,0.469893,47.42,1.48,95.35,96.23,306.0,ANFR_3276765.jpg,annotation_faible
390,3282584,50.184527,2.011432,17.650000000000006,9.672944184348554,val,0.0,site_radio,0.493808,0.482988,0.180381,0.202021,17.2,7.42,36.94,41.37,307.0,ANFR_3282584.jpg,annotation_faible
392,3305084,49.840995,2.913382,7.050000000000011,18.312811431877748,train,0.0,site_radio,0.497527,0.493205,0.244378,0.253022,24.52,2.96,50.05,51.82,308.0,ANFR_3305084.jpg,annotation_faible
393,3313051,50.28167,1.58658,25.34,1.0996218112387897,train,0.0,site_radio,0.491111,0.475576,0.117072,0.14814,10.17,10.65,23.98,30.34,309.0,ANFR_3313051.jpg,annotation_faible
394,3321788,49.912676,2.104634,5.180000000000007,32.76509338989901,train,0.0,site_radio,0.498183,0.495007,0.382376,0.388727,38.78,2.18,78.31,79.61,310.0,ANFR_3321788.jpg,annotation_faible
395,3322112,50.313327,1.769302,3.110000000000003,42.24877655745886,train,0.0,site_radio,0.498909,0.497002,0.471516,0.475329,48.06,1.31,96.57,97.35,311.0,ANFR_3322112.jpg,annotation_faible
396,3324026,50.228885,1.612405,7.869999999999999,7.759489355878701,train,0.0,site_radio,0.497239,0.492415,0.142694,0.152344,14.05,3.31,29.22,31.2,267.0,ANFR_3324026.jpg,annotation_faible
397,355018,49.77852,1.862768,30.629999999999995,0.4783623522637172,val,0.0,site_radio,0.489255,0.470478,0.125049,0.162603,10.6,12.87,25.61,33.3,313.0,ANFR_355018.jpg,annotation_faible
398,363918,49.881881,2.319263,13.82,14.88214647036721,train,0.0,site_radio,0.495152,0.48668,0.222237,0.239181,21.76,5.81,45.51,48.98,314.0,ANFR_363918.jpg,annotation_faible
399,381895,49.889092,2.296293,18.14,15.501154880931807,train,0.0,site_radio,0.493636,0.482516,0.238598,0.260839,23.13,7.62,48.86,53.42,315.0,ANFR_381895.jpg,annotation_faible
402,437497,50.138164,2.222386,88.11000000000001,2.745142657842377,train,0.0,site_radio,0.46909,0.415076,0.29978,0.407808,24.37,37.02,61.39,83.52,316.0,ANFR_437497.jpg,annotation_faible
403,437657,50.099131,1.724881,15.119999999999996,0.6174590017699293,val,0.0,site_radio,0.494696,0.485427,0.085232,0.10377,7.64,6.35,17.46,21.25,317.0,ANFR_437657.jpg,annotation_faible
404,438812,49.889901,2.301688,23.790000000000006,24.158278014928204,train,0.0,site_radio,0.491654,0.47707,0.338139,0.367307,32.92,9.99,69.25,75.22,318.0,ANFR_438812.jpg,annotation_faible
405,440810,49.854756,1.813704,29.879999999999995,2.101285603238693,train,0.0,site_radio,0.489518,0.471201,0.138907,0.175541,12.08,12.55,28.45,35.95,319.0,ANFR_440810.jpg,annotation_faible
407,456417,49.911371,2.300064,52.81,12.688229319179884,train,0.0,site_radio,0.481474,0.4491,0.303168,0.367916,27.25,22.19,62.09,75.35,320.0,ANFR_456417.jpg,annotation_faible
408,457248,50.1237,1.830929,6.509999999999998,36.092310221684286,train,0.0,site_radio,0.497716,0.493725,0.4171,0.425081,42.24,2.74,85.42,87.06,252.0,ANFR_457248.jpg,annotation_faible
409,457460,49.936146,2.420871,25.5,4.752050971289675,train,0.0,site_radio,0.491054,0.475422,0.153165,0.18443,13.85,10.71,31.37,37.77,322.0,ANFR_457460.jpg,annotation_faible
410,460754,49.94558,2.938661,2.75,32.57413314059866,train,0.0,site_radio,0.499035,0.497349,0.376433,0.379804,38.35,1.16,77.09,77.78,323.0,ANFR_460754.jpg,annotation_faible
411,461802,49.760957,2.340343,11.570000000000007,17.82357621240627,train,0.0,site_radio,0.495941,0.488848,0.247186,0.261371,24.48,4.86,50.62,53.53,116.0,ANFR_461802.jpg,annotation_faible
413,468011,50.095096,1.86982,53.78999999999999,16.77743822691365,train,0.0,site_radio,0.48113,0.448155,0.345703,0.411653,31.54,22.6,70.8,84.31,325.0,ANFR_468011.jpg,annotation_faible
415,474109,49.839788,2.99179,24.930000000000007,0.4004472663053472,val,0.0,site_radio,0.491254,0.475972,0.109156,0.139721,9.39,10.47,22.36,28.61,326.0,ANFR_474109.jpg,annotation_faible
416,474720,49.858837,2.27371,15.159999999999997,9.213423239881177,train,0.0,site_radio,0.494682,0.485388,0.169283,0.18787,16.25,6.37,34.67,38.48,327.0,ANFR_474720.jpg,annotation_faible
417,474858,50.080137,1.999218,47.18000000000001,1.5037523378946065,train,0.0,site_radio,0.483449,0.454526,0.178998,0.236844,14.94,19.82,36.66,48.51,328.0,ANFR_474858.jpg,annotation_faible
418,474862,50.192773,2.154295,34.80999999999999,10.711658632317706,train,0.0,site_radio,0.487788,0.466449,0.23608,0.278759,21.67,14.62,48.35,57.09,329.0,ANFR_474862.jpg,annotation_faible
419,476752,49.888816,2.318614,40.650000000000006,21.73025487351676,val,0.0,site_radio,0.48574,0.46082,0.359187,0.409027,33.86,17.08,73.56,83.77,330.0,ANFR_476752.jpg,annotation_faible
420,477605,49.752707,3.082939,51.8,0.3873394115476999,train,0.0,site_radio,0.481828,0.450073,0.180361,0.243871,14.75,21.76,36.94,49.94,331.0,ANFR_477605.jpg,annotation_faible
421,479688,49.847731,2.408533,5.369999999999997,26.654773151680143,val,0.0,site_radio,0.498116,0.494824,0.323023,0.329607,32.69,2.26,66.16,67.5,332.0,ANFR_479688.jpg,annotation_faible
422,482436,50.081651,1.809603,94.58,31.267806234261062,train,0.0,site_radio,0.466821,0.40884,0.595498,0.711458,54.18,39.74,121.96,145.71,333.0,ANFR_482436.jpg,annotation_faible
423,482468,49.816618,2.245537,41.81999999999999,5.547008782988192,train,0.0,site_radio,0.485329,0.459692,0.204254,0.255528,17.91,17.57,41.83,52.33,334.0,ANFR_482468.jpg,annotation_faible
424,483507,50.203665,1.758626,14.489999999999997,6.108361359363529,train,0.0,site_radio,0.494917,0.486034,0.13768,0.155445,13.06,6.09,28.2,31.84,335.0,ANFR_483507.jpg,annotation_faible
425,483732,49.87239,2.515782,15.400000000000006,0.3657723626538733,val,0.0,site_radio,0.494598,0.485157,0.083518,0.102399,7.45,6.47,17.1,20.97,336.0,ANFR_483732.jpg,annotation_faible
426,484040,49.877075,2.28145,36.78,16.967612973195735,train,0.0,site_radio,0.487097,0.46455,0.302403,0.347498,28.32,15.45,61.93,71.17,337.0,ANFR_484040.jpg,annotation_faible
427,485901,49.993273,1.556816,14.939999999999998,0.6664129333481765,train,0.0,site_radio,0.494759,0.4856,0.085291,0.103608,7.66,6.28,17.47,21.22,338.0,ANFR_485901.jpg,annotation_faible
428,486695,50.343481,1.574381,15.14,17.092159866524717,train,0.0,site_radio,0.494689,0.485407,0.246171,0.264733,24.12,6.36,50.42,54.22,339.0,ANFR_486695.jpg,annotation_faible
429,492669,49.667894,2.767886,26.120000000000005,0.7536808522927392,train,0.0,site_radio,0.490837,0.474825,0.115765,0.147789,9.98,10.97,23.71,30.27,340.0,ANFR_492669.jpg,annotation_faible
430,492982,49.705521,2.782065,11.72,4.255247624952411,val,0.0,site_radio,0.495889,0.488704,0.114934,0.129304,10.93,4.92,23.54,26.48,341.0,ANFR_492982.jpg,annotation_faible
431,492995,49.866509,2.264761,13.28,1.007035498344681,train,0.0,site_radio,0.495341,0.4872,0.085831,0.102114,7.84,5.58,17.58,20.91,342.0,ANFR_492995.jpg,annotation_faible
432,493288,49.957826,3.085896,38.94,16.317910125557795,train,0.0,site_radio,0.48634,0.462468,0.301793,0.349535,28.11,16.36,61.81,71.58,343.0,ANFR_493288.jpg,annotation_faible
433,493418,49.965066,2.509624,37.68000000000001,2.7409463630392445,train,0.0,site_radio,0.486782,0.463683,0.16586,0.212058,14.28,15.83,33.97,43.43,344.0,ANFR_493418.jpg,annotation_faible
434,493486,50.272914,1.658251,33.370000000000005,1.8398789397792183,train,0.0,site_radio,0.488294,0.467837,0.145619,0.186532,12.51,14.02,29.82,38.2,345.0,ANFR_493486.jpg,annotation_faible
435,494183,49.983458,2.924026,36.620000000000005,2.0568774494989133,train,0.0,site_radio,0.487153,0.464704,0.156366,0.201264,13.38,15.38,32.02,41.22,346.0,ANFR_494183.jpg,annotation_faible
436,495231,50.068154,1.401975,46.86999999999999,2.404630566789827,train,0.0,site_radio,0.483558,0.454825,0.186973,0.244438,15.78,19.69,38.29,50.06,347.0,ANFR_495231.jpg,annotation_faible
437,495354,50.066363,1.561503,48.58,0.6787375547314103,train,0.0,site_radio,0.482958,0.453177,0.174658,0.23422,14.39,20.41,35.77,47.97,348.0,ANFR_495354.jpg,annotation_faible
438,496106,49.866116,2.843993,42.650000000000006,2.7548793644296925,val,0.0,site_radio,0.485038,0.458892,0.17919,0.231482,15.28,17.92,36.7,47.41,349.0,ANFR_496106.jpg,annotation_faible
439,496215,50.001271,2.651708,51.09,13.507298875381506,train,0.0,site_radio,0.482077,0.450758,0.3066,0.36924,27.73,21.46,62.79,75.62,350.0,ANFR_496215.jpg,annotation_faible
440,496255,50.085827,1.540786,2.510000000000005,34.47024091165952,train,0.0,site_radio,0.499119,0.497581,0.394547,0.397624,40.22,1.05,80.8,81.43,351.0,ANFR_496255.jpg,annotation_faible
441,496287,49.903979,2.512295,15.180000000000003,0.621231951545683,train,0.0,site_radio,0.494675,0.485369,0.085428,0.10404,7.66,6.38,17.5,21.31,352.0,ANFR_496287.jpg,annotation_faible
442,497367,50.165748,2.339884,14.459999999999994,0.2645954880159893,train,0.0,site_radio,0.494927,0.486063,0.080561,0.09829,7.21,6.08,16.5,20.13,353.0,ANFR_497367.jpg,annotation_faible
443,498390,49.709687,2.346056,37.35000000000001,5.597676702102167,train,0.0,site_radio,0.486897,0.464001,0.192882,0.238675,17.07,15.69,39.5,48.88,354.0,ANFR_498390.jpg,annotation_faible
444,498959,49.9892,2.17724,15.860000000000014,3.925398801800831,train,0.0,site_radio,0.494436,0.484714,0.119501,0.138946,11.1,6.66,24.47,28.46,355.0,ANFR_498959.jpg,annotation_faible
445,499012,49.99902,2.663029,27.05,2.739031163331177,train,0.0,site_radio,0.490511,0.473928,0.137622,0.170787,12.15,11.36,28.18,34.98,356.0,ANFR_499012.jpg,annotation_faible
446,500101,49.867615,2.362193,9.79,12.918713288340918,train,0.0,site_radio,0.496566,0.490564,0.1963,0.208303,19.4,4.11,40.2,42.66,357.0,ANFR_500101.jpg,annotation_faible
447,501509,49.777252,2.496251,37.58999999999999,10.454766163421455,val,0.0,site_radio,0.486813,0.463769,0.240952,0.287039,21.97,15.79,49.35,58.79,358.0,ANFR_501509.jpg,annotation_faible
448,501523,50.318347,1.635662,35.12,7.714114786601423,val,0.0,site_radio,0.48768,0.46615,0.20763,0.250689,18.74,14.75,42.52,51.34,359.0,ANFR_501523.jpg,annotation_faible
449,502928,49.915198,2.245912,41.84,10.539050371694085,train,0.0,site_radio,0.485322,0.459673,0.253057,0.304356,22.91,17.58,51.83,62.33,360.0,ANFR_502928.jpg,annotation_faible
451,509375,49.68631,2.400277,15.139999999999986,0.4265365510341803,train,0.0,site_radio,0.494689,0.485407,0.083421,0.101983,7.45,6.36,17.08,20.89,361.0,ANFR_509375.jpg,annotation_faible
452,509710,49.77517,2.799273,40.50999999999999,0.3213807079773522,train,0.0,site_radio,0.485789,0.460955,0.149745,0.199412,12.42,17.02,30.67,40.84,362.0,ANFR_509710.jpg,annotation_faible
453,512985,50.009742,2.268338,7.349999999999994,19.71670932991681,val,0.0,site_radio,0.497422,0.492916,0.258592,0.267603,25.95,3.09,52.96,54.81,363.0,ANFR_512985.jpg,annotation_faible
454,516764,50.108335,1.855662,39.83,12.301420872504409,train,0.0,site_radio,0.486027,0.46161,0.264932,0.313766,24.27,16.73,54.26,64.26,364.0,ANFR_516764.jpg,annotation_faible
455,517064,50.137617,1.808775,50.54,15.331434145583486,train,0.0,site_radio,0.48227,0.451288,0.322954,0.384919,29.44,21.23,66.14,78.83,365.0,ANFR_517064.jpg,annotation_faible
456,517258,49.906726,2.271842,14.960000000000004,14.196961363121815,train,0.0,site_radio,0.494752,0.485581,0.217459,0.235801,21.19,6.29,44.54,48.29,366.0,ANFR_517258.jpg,annotation_faible
457,517564,50.180154,1.501104,40.330000000000005,1.3570374261193665,train,0.0,site_radio,0.485852,0.461128,0.159381,0.208827,13.42,16.94,32.64,42.77,367.0,ANFR_517564.jpg,annotation_faible
458,519482,49.681483,2.476645,35.86999999999999,21.25406522546935,train,0.0,site_radio,0.487417,0.465427,0.341847,0.385826,32.43,15.07,70.01,79.02,368.0,ANFR_519482.jpg,annotation_faible
459,521662,49.936447,2.283093,25.3,7.031133098301337,train,0.0,site_radio,0.491125,0.475615,0.174891,0.20591,16.09,10.63,35.82,42.17,369.0,ANFR_521662.jpg,annotation_faible
460,522836,49.93349,2.244423,13.380000000000004,13.55824251781223,train,0.0,site_radio,0.495306,0.487104,0.20857,0.224974,20.4,5.62,42.72,46.07,370.0,ANFR_522836.jpg,annotation_faible
461,529415,49.903802,2.308247,12.010000000000003,22.18736377923726,val,0.0,site_radio,0.495787,0.488424,0.290539,0.305264,28.89,5.05,59.5,62.52,371.0,ANFR_529415.jpg,annotation_faible
462,530781,49.995105,1.878934,15.540000000000006,0.6136533830814224,train,0.0,site_radio,0.494548,0.485022,0.08631,0.105363,7.72,6.53,17.68,21.58,372.0,ANFR_530781.jpg,annotation_faible
463,530883,50.280853,1.593077,18.3,2.678887726208485,train,0.0,site_radio,0.49358,0.482362,0.113805,0.136242,10.34,7.69,23.31,27.9,373.0,ANFR_530883.jpg,annotation_faible
465,538323,49.73354,2.777121,9.550000000000011,14.98552132599422,train,0.0,site_radio,0.49665,0.490795,0.216081,0.227789,21.44,4.01,44.25,46.65,374.0,ANFR_538323.jpg,annotation_faible
466,546663,50.040804,2.058847,6.4950000000000045,35.91503838315651,train,0.0,site_radio,0.497722,0.49374,0.415344,0.423307,42.06,2.73,85.06,86.69,375.0,ANFR_546663.jpg,annotation_faible
467,553623,50.098676,1.441927,35.709999999999994,0.8800304968422494,train,0.0,site_radio,0.487473,0.465581,0.142457,0.18624,12.02,15.0,29.18,38.14,376.0,ANFR_553623.jpg,annotation_faible
468,555622,49.901308,2.29854,15.53,10.325101679063009,train,0.0,site_radio,0.494552,0.485032,0.181122,0.200162,17.43,6.52,37.09,40.99,377.0,ANFR_555622.jpg,annotation_faible
469,560055,49.818053,2.026546,37.59,8.680305050223113,val,0.0,site_radio,0.486813,0.463769,0.223623,0.26971,20.2,15.79,45.8,55.24,378.0,ANFR_560055.jpg,annotation_faible
470,560069,49.825196,2.461036,26.06,1.5835331933311063,val,0.0,site_radio,0.490858,0.474882,0.123709,0.15566,10.8,10.95,25.34,31.88,379.0,ANFR_560069.jpg,annotation_faible
471,560515,50.265954,1.797262,25.000000000000007,13.761039428808589,val,0.0,site_radio,0.49123,0.475904,0.239816,0.270468,22.76,10.5,49.11,55.39,380.0,ANFR_560515.jpg,annotation_faible
472,567326,49.891965,2.29994,14.799999999999995,4.91839820759525,train,0.0,site_radio,0.494808,0.485735,0.126579,0.144725,11.9,6.22,25.92,29.64,9.0,ANFR_567326.jpg,annotation_faible
473,568467,49.750301,2.380315,25.72,3.734530416526006,train,0.0,site_radio,0.490977,0.47521,0.143812,0.175347,12.88,10.81,29.45,35.91,382.0,ANFR_568467.jpg,annotation_faible
474,573554,49.879697,2.302242,15.730000000000004,3.153369062359835,train,0.0,site_radio,0.494482,0.484839,0.111616,0.130902,10.3,6.61,22.86,26.81,383.0,ANFR_573554.jpg,annotation_faible
475,573924,49.963969,2.863706,47.290000000000006,11.194595784121807,train,0.0,site_radio,0.48341,0.45442,0.273927,0.331908,24.65,19.87,56.1,67.97,384.0,ANFR_573924.jpg,annotation_faible
477,590447,49.956088,1.779202,24.879999999999995,7.218868964554093,train,0.0,site_radio,0.491272,0.47602,0.175609,0.206114,16.19,10.45,35.96,42.21,271.0,ANFR_590447.jpg,annotation_faible
478,594846,49.892703,2.292097,40.0,12.322507777111593,train,0.0,site_radio,0.485968,0.461446,0.265589,0.314632,24.32,16.8,54.39,64.44,386.0,ANFR_594846.jpg,annotation_faible
480,602295,50.023157,2.32568,42.50999999999999,15.748516006223792,train,0.0,site_radio,0.485087,0.459027,0.30571,0.357829,28.25,17.86,62.61,73.28,387.0,ANFR_602295.jpg,annotation_faible
482,617870,49.761917,2.232391,42.01000000000002,1.2765727985583215,train,0.0,site_radio,0.485263,0.459509,0.163055,0.214561,13.68,17.65,33.39,43.94,388.0,ANFR_617870.jpg,annotation_faible
483,618076,49.921688,2.500261,6.110000000000007,28.547876434843253,val,0.0,site_radio,0.497857,0.494111,0.342752,0.350244,34.66,2.57,70.2,71.73,389.0,ANFR_618076.jpg,annotation_faible
484,621993,49.769051,1.978305,50.620000000000005,0.5562069526123476,train,0.0,site_radio,0.482242,0.451211,0.178877,0.24094,14.68,21.27,36.63,49.34,390.0,ANFR_621993.jpg,annotation_faible
485,629019,49.744054,3.079812,40.97,2.37004553828453,val,0.0,site_radio,0.485627,0.460512,0.170972,0.221204,14.56,17.21,35.02,45.3,391.0,ANFR_629019.jpg,annotation_faible
486,632277,49.798462,2.393947,12.740000000000007,0.2173748782920718,train,0.0,site_radio,0.495531,0.487721,0.077214,0.092834,6.99,5.35,15.81,19.01,392.0,ANFR_632277.jpg,annotation_faible
487,633319,49.789514,2.802118,5.430000000000007,1.6351158504605807,train,0.0,site_radio,0.498095,0.494766,0.078791,0.085449,7.68,2.28,16.14,17.5,393.0,ANFR_633319.jpg,annotation_faible
488,634308,49.862161,2.532269,5.070000000000007,7.62124622695212,val,0.0,site_radio,0.498221,0.495113,0.136646,0.142862,13.63,2.13,27.99,29.26,394.0,ANFR_634308.jpg,annotation_faible
489,640138,50.14946,2.359552,8.870000000000005,7.876642260148117,val,0.0,site_radio,0.496888,0.491451,0.145517,0.156392,14.26,3.73,29.8,32.03,261.0,ANFR_640138.jpg,annotation_faible
490,640662,49.995357,2.855924,24.0,0.8154473065658163,train,0.0,site_radio,0.491581,0.476868,0.11074,0.140165,9.62,10.08,22.68,28.71,396.0,ANFR_640662.jpg,annotation_faible
491,643446,50.110179,2.317805,31.17999999999998,11.132617880142485,train,0.0,site_radio,0.489062,0.469948,0.230554,0.268783,21.37,13.1,47.22,55.05,397.0,ANFR_643446.jpg,annotation_faible
492,646178,50.118719,1.575621,14.130000000000004,0.44377404648796,val,0.0,site_radio,0.495043,0.486381,0.081757,0.099082,7.36,5.94,16.74,20.29,398.0,ANFR_646178.jpg,annotation_faible
493,646725,49.975031,2.209377,28.130000000000003,5.984168694962249,val,0.0,site_radio,0.490132,0.472887,0.17218,0.206669,15.61,11.82,35.26,42.33,118.0,ANFR_646725.jpg,annotation_faible
494,647521,50.009928,2.87821,70.74000000000001,0.6093951101578866,val,0.0,site_radio,0.475184,0.431818,0.23281,0.319541,18.76,29.72,47.68,65.44,400.0,ANFR_647521.jpg,annotation_faible
496,664334,49.844966,2.785171,35.96000000000001,12.833431516354803,val,0.0,site_radio,0.487385,0.46534,0.259853,0.303943,24.03,15.11,53.22,62.25,401.0,ANFR_664334.jpg,annotation_faible
497,668824,50.089438,1.479549,35.000000000000014,0.4527307659904729,train,0.0,site_radio,0.487722,0.466266,0.1364,0.179312,11.45,14.7,27.93,36.72,402.0,ANFR_668824.jpg,annotation_faible
498,677924,49.821736,2.085742,30.03,0.3566587490575992,train,0.0,site_radio,0.489465,0.471056,0.122267,0.159086,10.36,12.62,25.04,32.58,403.0,ANFR_677924.jpg,annotation_faible
499,682102,50.180525,1.631967,2.530000000000001,27.55172962069528,train,0.0,site_radio,0.499112,0.497561,0.327017,0.330119,33.3,1.06,66.97,67.61,404.0,ANFR_682102.jpg,annotation_faible
501,685529,50.240095,1.665353,32.29,17.951178345394545,val,0.0,site_radio,0.488672,0.468878,0.300089,0.339678,28.41,13.57,61.46,69.57,405.0,ANFR_685529.jpg,annotation_faible
503,695366,49.885591,2.305961,13.639999999999992,10.036342455420868,train,0.0,site_radio,0.495215,0.486853,0.174612,0.191336,16.9,5.73,35.76,39.19,406.0,ANFR_695366.jpg,annotation_faible
504,695381,49.908638,2.318905,26.620000000000005,3.2117252057218737,train,0.0,site_radio,0.490661,0.474343,0.141096,0.173734,12.54,11.18,28.9,35.58,407.0,ANFR_695381.jpg,annotation_faible
505,697990,49.911028,2.301138,14.059999999999995,20.276189088167573,train,0.0,site_radio,0.495068,0.486448,0.275316,0.292554,27.18,5.91,56.38,59.92,320.0,ANFR_697990.jpg,annotation_faible
506,698402,50.094267,2.396559,32.920000000000016,0.5067127956039107,train,0.0,site_radio,0.488451,0.46827,0.131405,0.171767,11.09,13.83,26.91,35.18,409.0,ANFR_698402.jpg,annotation_faible
